Category,Round
PULITZER-WINNING BIOGRAPHIES & AUTOBIOGRAPHIES,Jeopardy!
NECKWEAR,Jeopardy!
GAITS,Double Jeopardy!
"'ALLO, GOVERNOR",Double Jeopardy!
THE KING IS DEAD,Double Jeopardy!
20th CENTURY PLAYWRIGHTS,Final Jeopardy!
THERE SHOULD BE PLAYOFFS!,Jeopardy!
WINE A LITTLE,Jeopardy!
I'M ABSOLUTELY SURE,Jeopardy!
"SOUNDS KINDA ""IFF""-Y",Jeopardy!
DESCRIBING THE OSCAR-WINNING FILM,Double Jeopardy!
CHARACTERS IN AMERICAN BOOKS,Double Jeopardy!
REINVENTING THE WHEEL,Double Jeopardy!
PAINT IN OILS,Double Jeopardy!
ANIMAL ADJECTIVES,Double Jeopardy!
THE NIXON LIBRARY,Jeopardy!
MOVIE: ____ IN THE ____,Jeopardy!
MED. ABBREV.,Jeopardy!
LOGOS & TRADEMARKS,Jeopardy!
"IN THE ""GN""OW",Jeopardy!
JACKS IN THE BOX,Double Jeopardy!
NICKNAMES OF NEW YORK CITIES,Double Jeopardy!
AIRPORT NAMES,Double Jeopardy!
NAME THAT AUTHOR,Jeopardy!
HALL OF FAMER BY POSITION,Jeopardy!
STOCK SYMBOL SHOPPING,Jeopardy!
WHAT WOULD YOU LIKE TO DRINK?,Jeopardy!
"PERHAPS SOME ""TEA""",Jeopardy!
A CUP OF KOFI,Jeopardy!
COUNTRY DISTINCTIONS,Double Jeopardy!
GEEK LETTER SOCIETIES,Double Jeopardy!
IT'S GREEK TO ME,Double Jeopardy!
STATE SYMBOLS,Final Jeopardy!
ARTSY FILMS,Jeopardy!
KING KRAZY,Jeopardy!
"""QUEEN"" FOR A DAY",Jeopardy!
TV NICKNAMES,Double Jeopardy!
PLACIDO DOMINGO,Double Jeopardy!
"""QUE"" TIPS",Double Jeopardy!
HISTORIC LEADERS,Final Jeopardy!
LITTLE ROCK,Jeopardy!
IT'S A DRAG (MOVIE),Jeopardy!
"""LITTLE"" ROCK",Double Jeopardy!
WORLD MYTH,Double Jeopardy!
BUSINESSMEN,Double Jeopardy!
CAPITAL (CITY) PUNISHMENT,Double Jeopardy!
NO. 1 HITS OF THE '90s,Jeopardy!
MIDDLE AMERICA,Jeopardy!
MOVIE TAG LINES,Double Jeopardy!
NOTABLE BLACK WOMEN,Double Jeopardy!
"""BRAND"" NAMES",Double Jeopardy!
"OSCAR, OSCAR",Jeopardy!
AUDIO LITERATURE,Jeopardy!
TOYS FOR BOYS,Jeopardy!
"WHERE IT'S ""AT""",Jeopardy!
HOSPITALS,Jeopardy!
SPACE SCIENTISTS,Double Jeopardy!
WHERE IT'S AT,Double Jeopardy!
"STATE ""C""APITALS",Jeopardy!
THE UNIVERSE,Double Jeopardy!
NAME THE AUTHOR,Double Jeopardy!
"SEANs, SHAWNs & SHAUNs",Jeopardy!
A MIGHTY WIND,Jeopardy!
HULL OF FAME,Jeopardy!
NO. 1 U.S. BABY NAMES,Jeopardy!
"""SMALL"" TIME",Jeopardy!
WE LOVE BROADWAY,Double Jeopardy!
VICE PRESIDENTIAL MONOGRAMS,Double Jeopardy!
THE U.S. CENSUS,Double Jeopardy!
3 Es FOR ME!,Double Jeopardy!
OSCAR-WINNING SINGERS,Final Jeopardy!
"I'M NOT A DOCTOR, BUT I PLAY ONE ON TV",Jeopardy!
FRAIDY CAT,Jeopardy!
"CROSSWORD CLUES ""D""",Jeopardy!
& JOAN RIVERS RUNS THROUGH IT,Double Jeopardy!
SHAKESPEARE'S SMALL PARTS,Double Jeopardy!
"THE ""K"" TEAM",Double Jeopardy!
MUSICAL IDIOMS,Double Jeopardy!
19th CENTURY U.S. HISTORY,Final Jeopardy!
BARCELONA,Jeopardy!
COPS,Jeopardy!
1690s AMERICA,Jeopardy!
PLUM CRAZY,Jeopardy!
NUCLEAR PHYSICIST'S DICTIONARY,Double Jeopardy!
BRITISH SPELLING BEE,Double Jeopardy!
SPORTS VENUES,Double Jeopardy!
JAZZ SINGERS,Final Jeopardy!
WONDERS OF THE MIDWEST,Jeopardy!
TV'S GONE BUT NOT FORGOTTEN,Jeopardy!
TEXAS HOLD'EM HANDS,Jeopardy!
BIRTHSTONES... MEET THE BIRTHSTONES,Jeopardy!
"YABBA DABBA ""DOO""!",Jeopardy!
OTHER FAMOUS CANADIANS,Double Jeopardy!
GEOGRAPHIC BANDS,Double Jeopardy!
THE NEW YORK TIMES PULITZER WINNERS,Double Jeopardy!
ACRONYM EYE CHART,Double Jeopardy!
BOOKS ABOUT ACTORS,Final Jeopardy!
THE ART WORLD,Jeopardy!
THERE ARE PLACES,Jeopardy!
SPANIARDS,Jeopardy!
1920s AMERICA,Double Jeopardy!
"IT'S VEGAS, BABY!",Double Jeopardy!
FLY ME TO THE MOON,Double Jeopardy!
BILLIE HOLIDAY,Double Jeopardy!
STRANGE FRUIT,Double Jeopardy!
MEN OF SCIENCE,Final Jeopardy!
SECRETARY OF STATE HILLARY CLINTON,Jeopardy!
REAL PEOPLE IN BEATLES SONGS,Jeopardy!
STUFF I WANT,Jeopardy!
WHAT IS IT YOU DO?,Jeopardy!
DIRECTORS' LAST FEATURE FILMS,Double Jeopardy!
MY SCENTIMENTS EXACTLY!,Double Jeopardy!
SEA YA,Double Jeopardy!
"""GRIN""",Double Jeopardy!
BEAR IT,Double Jeopardy!
CLASSY CLASSICAL CLASSICS,Jeopardy!
ROBIN WILLIAMS MOVIES,Jeopardy!
"A ""C""OUNTRY MILE",Jeopardy!
ON THE GO,Jeopardy!
FAMILY FEUD,Double Jeopardy!
PLAYING PYRAMID,Double Jeopardy!
LET'S MAKE A DEAL,Double Jeopardy!
"""TRUTH"" OR CONSEQUENCES",Double Jeopardy!
CLASSIC GAME SHOWS,Double Jeopardy!
SUPERHERO CINEMA,Jeopardy!
PRESIDENTIAL BRANGELINAS,Jeopardy!
SIZING IT UP,Jeopardy!
MISHEARD LYRICS,Double Jeopardy!
QUICK STUDY,Double Jeopardy!
I THINK,Double Jeopardy!
"THEREFORE, ""IAM""",Double Jeopardy!
20th CENTURY CORRESPONDENCE,Final Jeopardy!
ANCIENT EGYPT,Jeopardy!
MONEY PROBLEMS,Jeopardy!
WOMEN IN RELIGION,Double Jeopardy!
U.S. NEWSPAPERS,Jeopardy!
THE CALENDAR,Jeopardy!
B.C. TIMES,Jeopardy!
"""HAPPY"" NEW YEAR",Jeopardy!
A KNIGHT TO REMEMBER,Double Jeopardy!
TO B OR NOT TO B,Double Jeopardy!
ALL OVER EUROPE,Jeopardy!
USED STUFF,Jeopardy!
WHAT A GAS!,Jeopardy!
CLASSIC COMIC CATCHPHRASES,Jeopardy!
"RIGHT ON ""Q""",Jeopardy!
"""R""-TISTS",Double Jeopardy!
JUDGE HATCHETT,Double Jeopardy!
NBA TEAMS IN OTHER WORDS,Double Jeopardy!
HARPSICHORD LESSONS,Double Jeopardy!
HISPANIC AMERICANS,Final Jeopardy!
BEHIND THE IRON CURTAIN,Jeopardy!
MUSICIANS,Jeopardy!
PHONING IT IN,Jeopardy!
PLACES IN LITERATURE,Jeopardy!
CAR CULTURE,Jeopardy!
"ON THE ""BALL""",Jeopardy!
MAKING OVERTURES,Double Jeopardy!
POLICE ABBREV.,Double Jeopardy!
BAD GUYS,Double Jeopardy!
"HERE COME THE ""COP""S",Double Jeopardy!
HAND SIGNALS,Jeopardy!
"WORDS THAT START & END WITH ""L""",Jeopardy!
FAMOUS NICKNAMES,Jeopardy!
RUSSIAN FOOD & DRINK,Jeopardy!
"MAY 16, A DAY TO REMEMBER",Jeopardy!
2006 NEWS,Double Jeopardy!
THE DAN BAND,Double Jeopardy!
LINES FROM LITERATURE,Double Jeopardy!
"THAT'S ""ODD""",Double Jeopardy!
APOCALYPSE NOW: THE CATEGORY,Jeopardy!
CHARACTERS WITH MIDDLE NAMES,Jeopardy!
VALENTINE'S DAY CUISINE,Jeopardy!
MILITARY AIRCRAFT,Double Jeopardy!
NOW IN STORE,Double Jeopardy!
EXITING GEORGE W. BUSH'S CABINET,Double Jeopardy!
"""B"" HAPPY",Double Jeopardy!
NORTH AMERICAN GEOGRAPHY,Final Jeopardy!
"IS THAT YOUR ""FINAL"" ANSWER?",Jeopardy!
THE STONES,Double Jeopardy!
CLASSICAL MUSIC SETTINGS,Double Jeopardy!
CITY PEOPLE,Double Jeopardy!
POET'S DICTIONARY,Double Jeopardy!
"""SAINT""LY CITIES",Jeopardy!
CLOTHING MATERIAL,Double Jeopardy!
BASEBALL MOVIES,Double Jeopardy!
AMERICAN NOVELS,Double Jeopardy!
THE EXODUS FILES,Jeopardy!
"""F""OOD STUFF",Jeopardy!
"THE MEDAL OF FREEDOM, CLASS OF '05",Jeopardy!
ARE YOU BEING SERBED?,Jeopardy!
BORN TO RUN,Jeopardy!
THE FOREST,Double Jeopardy!
LADY LOOKS LIKE A DUDE,Double Jeopardy!
ALSO A CAR,Double Jeopardy!
BORN TO RUN?,Double Jeopardy!
"FILE UNDER ""Y""",Jeopardy!
CHINA PATTERNS,Jeopardy!
AT THE HOTEL,Jeopardy!
STAGE NAMES,Jeopardy!
RECIPES,Jeopardy!
"GOING ""BUST""",Jeopardy!
CHOREOGRAPHERS,Double Jeopardy!
OFFICIAL STATE FLOWERS,Double Jeopardy!
"THE FRENCH KING, C'EST MOI",Double Jeopardy!
TWO OF A KIND,Double Jeopardy!
"""FUL"" HOUSE",Double Jeopardy!
FAMOUS FAMILIES,Final Jeopardy!
YOUNG GOTHS,Jeopardy!
"SPORTS RULES, MAN!",Jeopardy!
"THE ""REAL"" WORLD",Jeopardy!
OLD GOTHS,Double Jeopardy!
FOREIGN AUTO PARTS,Double Jeopardy!
THE TALES OF DUSTIN HOFFMAN,Jeopardy!
ALSO A SOAP BRAND,Jeopardy!
SCOTT FREE,Jeopardy!
"""P""LEASE",Jeopardy!
CABLE CHANNELS,Double Jeopardy!
RHYME HOLE,Double Jeopardy!
THE HONEY,Double Jeopardy!
"MOON ""R""s",Double Jeopardy!
HOW SWEDE IT IS!,Double Jeopardy!
NAMES IN THE NOOSE,Double Jeopardy!
"THE ""SUPER"" BOWL",Double Jeopardy!
LET'S GO SHOPPING!,Double Jeopardy!
IKE SPEAKS,Jeopardy!
MOVIE COMEDIES,Jeopardy!
WHERE'D YA GO TO SCHOOL?,Jeopardy!
MASSACHUSETTS,Jeopardy!
"THE ""BAY"" STATE",Jeopardy!
POP CULTURE'S PARTING WORDS,Double Jeopardy!
ANCIENT NAMES,Final Jeopardy!
COUNTRIES' LARGEST ISLANDS,Jeopardy!
HOW SINGERS GOT THEIR NAMES,Jeopardy!
"YORKS: OLDE, NEW & DICK",Jeopardy!
SPEAK UP!,Jeopardy!
"I'M GETTING ""HORSE""",Jeopardy!
AT THE CANDY FACTORY,Jeopardy!
ELEMENTAL ETYMOLOGY,Double Jeopardy!
AFRICAN-AMERICAN SPORTS FIRSTS,Double Jeopardy!
LITERARY CHARACTERS' ADS,Double Jeopardy!
TIME'S 100 MOST INFLUENTIAL PEOPLE,Double Jeopardy!
CATS,Double Jeopardy!
THE U.S. SENATE,Final Jeopardy!
LITERARY GEOGRAPHY,Jeopardy!
SPORTS GEAR,Jeopardy!
THE HISTORY OF APRIL 9th,Jeopardy!
RETURN OF THE FUNGI,Jeopardy!
SOUNDS LIKE MERRIE OLDE ENGLAND,Double Jeopardy!
10 DOWNING STREET,Double Jeopardy!
THE HOME OFFICE,Double Jeopardy!
BANGERS,Double Jeopardy!
M*A*S*H,Double Jeopardy!
"""ALLO"", ""ALLO"", ""ALLO""",Double Jeopardy!
BEST PICTURE OSCAR WINNERS,Final Jeopardy!
BIOLOGY TEST,Jeopardy!
HELOISE'S BEAUTY HINTS,Jeopardy!
1902,Jeopardy!
"""SUB"" STANDARD",Jeopardy!
COLUMBUS,Double Jeopardy!
SOUTH DAKOTA,Double Jeopardy!
"JUST SAY ""NO""",Double Jeopardy!
COUNTRIES BY CITIES,Jeopardy!
DESCRIBING THE VICE PRESIDENT,Jeopardy!
"OO, SORRY!",Jeopardy!
OSCAR YOUTH,Double Jeopardy!
COLORS IN ITALIAN,Double Jeopardy!
NOBEL LAUREATES IN LITERATURE,Jeopardy!
"""CHIN"" MUSIC",Jeopardy!
IT HAPPENED ON CHRISTMAS EVE,Jeopardy!
LETTER-WORD,Jeopardy!
"""BLUE"" MOVIES",Double Jeopardy!
GO GREYHOUND,Double Jeopardy!
THE GREEN MOUNTAIN STATE,Double Jeopardy!
YOU'VE GOT YELLOW FEVER,Double Jeopardy!
SPORTSWOMEN,Final Jeopardy!
THE 112th CONGRESS,Jeopardy!
ONE-WORD FILM TITLES,Jeopardy!
PUMP UP THE JAM,Jeopardy!
COMMUNITY COLLEGE ALUMNI,Jeopardy!
"""V"" 8-LETTER WORDS",Jeopardy!
PACIFIC OCEAN LIFE,Jeopardy!
TOP OF THE CHARTS,Double Jeopardy!
"COUNT IT ""OFF""",Double Jeopardy!
"1, 2, 3, 4",Double Jeopardy!
THE OPENING VERSE,Double Jeopardy!
TIME FOR A SOLO,Double Jeopardy!
FADE OUT,Double Jeopardy!
BRITISH LANDMARKS,Final Jeopardy!
MEDICAL MATTERS,Jeopardy!
A McCATEGORY,Jeopardy!
STATE STUFF,Jeopardy!
CLOTHES ENCOUNTERS,Jeopardy!
"OF THE ""THIRD"" KIND",Jeopardy!
BERLIN IS IN!,Double Jeopardy!
PIRATES: FACT & FICTION,Double Jeopardy!
FILL IN THE RELATION,Double Jeopardy!
WHAT YOU'RE LEFT WITH,Double Jeopardy!
DEADLY FIRSTS,Final Jeopardy!
"""I"" ON THE WORLD",Jeopardy!
1990s POP/ROCK,Jeopardy!
AIRLINE CARRY-ON NO-NOs,Jeopardy!
WORDS IN SEPTEMBER,Jeopardy!
WHY DON'T YOU COME TO YOUR SENSES?,Jeopardy!
MEDICINE & HISTORY,Double Jeopardy!
3 OR MORE WIVES,Double Jeopardy!
BIBLE BROS,Double Jeopardy!
STOCK SYMBOL SHOPPING,Double Jeopardy!
"GOOD ""P.R.""",Double Jeopardy!
PENINSULAR NATIONS,Final Jeopardy!
NOT SO LIL' WAYNES,Jeopardy!
"THE RED, WHITE & BREW",Jeopardy!
FICTION SCIENCE,Jeopardy!
OPERA WOMEN,Double Jeopardy!
SPECIAL OPS MOVIES,Double Jeopardy!
THE CALL OF THE ROMAN UMPIRE,Double Jeopardy!
WORDS FROM PLACES,Double Jeopardy!
FICTION SCIENCE,Double Jeopardy!
19th CENTURY POETS,Final Jeopardy!
IN THE BEGINNING,Jeopardy!
SITCOM BY CHARACTERS,Jeopardy!
NEW YORK CITIES & TOWNS,Jeopardy!
THE NATIONAL TOY HALL OF FAME,Jeopardy!
"""Y"" IS THE ONLY VOWEL",Jeopardy!
MAY I QUOTE YOU ON THAT?,Double Jeopardy!
COVER BANDS,Double Jeopardy!
REVOLUTIONARY WAR GENERALS,Double Jeopardy!
WHATCHAMACALLIT,Double Jeopardy!
OUR TOP STORIES,Double Jeopardy!
STARTS WITH THE SAME 2 LETTERS,Double Jeopardy!
AROUND THE GLOBE,Jeopardy!
TV PERSONALITIES,Jeopardy!
ENGLISH SHIPS,Jeopardy!
CALL ME STEVE,Jeopardy!
I WROTE A BOOK!,Jeopardy!
CONVERBS,Jeopardy!
THE RAINBOW,Double Jeopardy!
VEEPS BY MIDDLE NAME,Double Jeopardy!
SPEAK IN HAWAIIAN,Double Jeopardy!
FROM PLAY TO BALLET,Final Jeopardy!
READ ANY GOOD BOOKS?,Jeopardy!
EARLY MAN,Jeopardy!
SECOND BANANAS,Jeopardy!
WILD WILD WEST,Double Jeopardy!
THE BIG VALLEY,Double Jeopardy!
ART WORKS,Jeopardy!
JERSEY BOYS & GIRLS,Jeopardy!
WHERE WORDS COME FROM,Jeopardy!
IF AT FIRST YOU DON'T SUCCEED...,Jeopardy!
"TRY, TRY AGAIN",Jeopardy!
WAR FICTION,Double Jeopardy!
DESCRIPTIONS & DEFINITIONS,Double Jeopardy!
DANCING WITH THE STARS,Double Jeopardy!
"ON THE ""TELE""",Double Jeopardy!
A BEE,Jeopardy!
CD,Jeopardy!
E!,Jeopardy!
"""F""",Jeopardy!
G-MEN,Jeopardy!
HI,Jeopardy!
KLM,Double Jeopardy!
N-O!,Double Jeopardy!
PEA,Double Jeopardy!
Q,Double Jeopardy!
R...W,Double Jeopardy!
XYZ AFFAIR,Final Jeopardy!
"FRANKLIN, BEN FRANKLIN",Jeopardy!
THE SOUTH OF...,Jeopardy!
THINGS TO DO WITH CARROTS,Jeopardy!
"BEGINS & ENDS IN ""D""",Jeopardy!
CHARACTERS IN BOOKS,Double Jeopardy!
BOARD GAMES,Double Jeopardy!
MALL OF AMERICA,Double Jeopardy!
VOCABULARY TEST,Double Jeopardy!
CLASSIC MOVIES,Final Jeopardy!
ULTRA SCIENCE,Jeopardy!
THE NATIONAL WOMEN'S HALL OF FAME,Double Jeopardy!
ENTERTAINMENT,Double Jeopardy!
SUITES,Double Jeopardy!
SURVIVAL SKILLS,Jeopardy!
SNL CATCHPHRASES,Jeopardy!
AMERICAN PLAYWRIGHTS,Double Jeopardy!
AUDREY HEPBURN FILM ROLES,Double Jeopardy!
"GOOD MORNING, ARMENIA",Double Jeopardy!
"""TWO""-DAY",Double Jeopardy!
THE EARL SHOW,Double Jeopardy!
THE VOCAL ARTS,Final Jeopardy!
SILENT PARTNERS,Jeopardy!
"IT'S CHINATOWN, JAKE",Jeopardy!
ANGRY MOMS OF FUTURE PRESIDENTS,Jeopardy!
IN THE YEAR 2000,Double Jeopardy!
ACTUAL ITEMS,Double Jeopardy!
TRIUMPH,Double Jeopardy!
IF THEY MATED,Double Jeopardy!
RICHTER (NOT ANDY),Double Jeopardy!
GEOGRAPHICAL LITERATURE,Final Jeopardy!
"""OLD"" NEWS",Jeopardy!
U.S. AREAS,Double Jeopardy!
ANCIENT ATHENIANS,Double Jeopardy!
A DATE WITH DESTINY,Jeopardy!
VERB-OTEN,Jeopardy!
IF THEY WERE MUSICALS...,Double Jeopardy!
THE ANDREW JACKSON 5,Double Jeopardy!
"""20"" QUESTIONS",Double Jeopardy!
WHAT'S FOR DESSERT?,Jeopardy!
SOUTH PARK,Jeopardy!
ARE YOU READY FOR SOME SOCCER?,Double Jeopardy!
NERDS RULE!,Double Jeopardy!
METAL,Double Jeopardy!
U.S. GOVERNMENT HISTORY,Final Jeopardy!
LBJ,Jeopardy!
STATE & TERRITORY FLAGS,Jeopardy!
"YES, ""MASTER""",Jeopardy!
SOVIET CITIES,Double Jeopardy!
"STEVES, STEVIES & STEPHENS",Double Jeopardy!
LOBBIES,Jeopardy!
WASHINGTON'S SPORTS TEAMS,Jeopardy!
MANIMALS,Jeopardy!
SHRED THIS!,Jeopardy!
THAT NEWFANGLED ROCK 'N' ROLL,Jeopardy!
AS THE OLD ADAGE SAYS...,Jeopardy!
AROUND THE LAB WITH LEX,Double Jeopardy!
ACTORS IN POLITICAL FILMS,Double Jeopardy!
IT USED TO MEAN,Double Jeopardy!
ART,Final Jeopardy!
ELIZABETH TAYLOR'S WEDDING,Jeopardy!
OSCAR WINNING SONGS,Jeopardy!
COWBOYS,Jeopardy!
FAMOUS JAPANESE,Double Jeopardy!
1991,Double Jeopardy!
THE ATLANTIC OCEAN,Jeopardy!
"LIONS, TIGERS & BEARS",Jeopardy!
"OH ""MI""",Jeopardy!
JOHN BROWN,Double Jeopardy!
___ IN THE ___,Double Jeopardy!
ASIAN-AMERICAN FIRSTS,Jeopardy!
I LOVE YOU GUYS,Jeopardy!
WORDS IN SCIENCE,Double Jeopardy!
GAME SHOW HOSTS,Double Jeopardy!
THERE'S SOMETHING ABOUT MARY,Double Jeopardy!
CHIEF JUSTICES,Final Jeopardy!
LATE-NIGHT TV,Jeopardy!
WORLD OF BUSINESS,Jeopardy!
STEAM,Jeopardy!
VEGETARIAN CUISINE,Jeopardy!
"GOT ""ILK""?",Jeopardy!
THE MAP OF 1950,Double Jeopardy!
WORDS OF 1960,Double Jeopardy!
BOOKS OF 1970,Double Jeopardy!
THE OLYMPICS OF 1980,Double Jeopardy!
SCIENCE OF 1990,Double Jeopardy!
NEWS OF 2000,Double Jeopardy!
NURSERY RHYME CHARACTERS,Final Jeopardy!
A YEAR ENDING IN 0,Jeopardy!
DOUBLE VOWELS,Jeopardy!
WINE FROM WHERE?,Jeopardy!
THE COMPANY HE KEPT,Jeopardy!
"COUNTING DOWN TO ""MIDNIGHT""",Jeopardy!
"WATCH ""ING"" THE MOVIES",Double Jeopardy!
AIX-LA-CHAPELLE'S SHOW,Double Jeopardy!
LOST,Double Jeopardy!
NOT JUST AN AD WRITER,Double Jeopardy!
WORDS IN EUROPEAN COUNTRIES,Double Jeopardy!
JOBS IN THE ARTS,Jeopardy!
"NOBEL, PULITZER OR BOTH",Jeopardy!
"""TOM""",Jeopardy!
"""M""-A-NATIONS",Double Jeopardy!
"FELIX, NOTHING MORE THAN FELIX",Double Jeopardy!
"FASHION, HEAD TO FOOT",Double Jeopardy!
"THANK YOU, I PREFER NOT TO ROCK",Double Jeopardy!
MOVIE POLITICIANS,Jeopardy!
INTERNATIONAL ETIQUETTE,Jeopardy!
HOLE FOODS,Jeopardy!
DUMB DOWN THE CLICHE,Jeopardy!
COMIC BOOKS,Double Jeopardy!
BLOOD WORK,Double Jeopardy!
"YOU KNOW HOW TO WHISTLE, DON'T YOU?",Double Jeopardy!
CONVERSATIONS,Double Jeopardy!
"CHEWING THE ""FAT""",Double Jeopardy!
RECORD OF THE YEAR GRAMMY WINNERS,Final Jeopardy!
"THE ""MALL""",Jeopardy!
POTTERY BARN,Jeopardy!
BANANA REPUBLIC,Jeopardy!
VICTORIA'S SECRETS,Jeopardy!
MILLERS OUTPOST,Jeopardy!
THE FOOD COURT,Jeopardy!
SPORTS STATS,Double Jeopardy!
HAWTHORNE IN YOUR SIDE,Double Jeopardy!
THE DIEDS OF MARCH,Jeopardy!
THE LURE OF FISHING,Jeopardy!
WHAT AM I GOING TO WEAR?,Jeopardy!
"""OID"" VEY",Jeopardy!
"A ""D"" IN GEOGRAPHY",Double Jeopardy!
"A MOVIE BEFORE, THEN DINNER AFTER",Double Jeopardy!
I AM SAM,Double Jeopardy!
BEASTLY HOMONYMS,Double Jeopardy!
THE TOYOTA GRAND PRIX OF LONG BEACH,Double Jeopardy!
WHAT I LEARNED FROM WOMEN'S MAGAZINES,Jeopardy!
CHARACTER STUDY,Jeopardy!
FLORA & FAUNA,Jeopardy!
"4-LETTER WORD""SS""",Jeopardy!
EDIBLE-SOUNDING NAMES,Double Jeopardy!
FOREIGN FILM TITLES,Double Jeopardy!
"""B.B.""s",Double Jeopardy!
JUDAICA,Double Jeopardy!
GOYA,Double Jeopardy!
GARMENT BAG,Jeopardy!
"""ART"" CLASS",Jeopardy!
A ROYAL PAIN,Jeopardy!
IN THE BUTTE,Jeopardy!
VERY GRIMM TALES,Double Jeopardy!
DICTATORS BY BIRTHPLACE,Double Jeopardy!
H.H.,Double Jeopardy!
"OH, NO! OPERA!",Double Jeopardy!
SEE HOW THEY RUN,Double Jeopardy!
"THE ""EVIL"" WITHIN",Double Jeopardy!
LIFE SCIENCE,Final Jeopardy!
WHAT'S THE POINT?,Jeopardy!
SURFIN' SAFARI,Jeopardy!
WE'VE GOT YOUR NUMBER,Jeopardy!
HISTORIC FIGURES SPEAK,Jeopardy!
PARTS OF A SHIP,Jeopardy!
ENDS WITH THE SAME 2 LETTERS,Jeopardy!
2008 BLOCKBUSTER MOVIES,Double Jeopardy!
DUTCH & FLEMISH PAINTERS,Double Jeopardy!
MYTHING VOWELS,Double Jeopardy!
"""FRAN""S",Double Jeopardy!
LIST,Double Jeopardy!
MOVIE BLURBS,Jeopardy!
AMERICA'S MOST HAUNTED,Jeopardy!
2x4s,Jeopardy!
WORLD HODGEPODGE,Double Jeopardy!
OLD RADIO CRIME FIGHTERS,Double Jeopardy!
JUNE SWOON,Double Jeopardy!
THE SHORT VERSION,Double Jeopardy!
INTERNET BUSINESS,Final Jeopardy!
LANGUAGE,Final Jeopardy!
THE U.N.,Jeopardy!
TV ROLES ON FILM,Jeopardy!
CHAPTERS IN 19th CENTURY LIT,Jeopardy!
POP STARS,Jeopardy!
"""EASY"" FOR YOU TO SAY",Jeopardy!
A IS FOR...,Jeopardy!
THE SCIENCE CATEGORY,Double Jeopardy!
1964 BEATLES NO. 1 HITS,Double Jeopardy!
"PEACE, LOVE & UNDERSTANDING",Double Jeopardy!
SEA BETWEEN,Double Jeopardy!
"""U"" GOTTA BELIEVE!",Double Jeopardy!
COUNTRIES,Jeopardy!
IT'S ABOUT TIME,Jeopardy!
"""MISS""CELLANY",Jeopardy!
THE FAB FIFTIES,Double Jeopardy!
MAKES SCENTS,Double Jeopardy!
THE NATIONAL SPELLING BEE,Double Jeopardy!
HINTS FOR HELOISE,Double Jeopardy!
1840,Jeopardy!
CELEBRITY TROUBLES,Jeopardy!
BUSINESS PEOPLE,Jeopardy!
RAISE THE FLAG,Jeopardy!
"LOWER THE ""BOOM""",Jeopardy!
LITERATURE OF THE 19-OUGHTS,Double Jeopardy!
SPANISH PLACE NAMES IN THE U.S.,Double Jeopardy!
IT'S ALL ACADEMIC,Double Jeopardy!
CONSUMER REPORTS,Double Jeopardy!
DESERT LIFE,Jeopardy!
TOP MODELS,Jeopardy!
MARTIN LUTHER KING,Double Jeopardy!
CELEBRITY COUPLES,Double Jeopardy!
EDUCATORS,Double Jeopardy!
ROAM!,Jeopardy!
"""B"" WEAR",Jeopardy!
TAKE A STAB,Jeopardy!
"ET TU, BRONTE",Jeopardy!
"EXES & ""O""S",Double Jeopardy!
ACCIDENTAL INVENTIONS,Double Jeopardy!
STATE DEPARTMENT TRAVEL WARNINGS,Double Jeopardy!
6-LETTER WORDS FROM THE LATIN FOR...,Double Jeopardy!
SPORTS & MUSIC,Final Jeopardy!
THE INC.-UISITION,Jeopardy!
ASIAN PLACES,Jeopardy!
THE PLAY'S THE THING,Jeopardy!
THE KENNEDY WOMEN,Jeopardy!
THE INQUISITION,Double Jeopardy!
THAT'S A MOVIE TITLE,Double Jeopardy!
NONPRECIOUS METALS,Double Jeopardy!
QUILTING,Double Jeopardy!
____ & ____,Double Jeopardy!
KJPY HIT RADIO,Jeopardy!
TEEN BOOK SCENE,Jeopardy!
HIGH COUP,Jeopardy!
NECCO SWEETHEARTS,Jeopardy!
NUCLEAR PHYSICS,Double Jeopardy!
DRIVER'S ED.,Double Jeopardy!
LET'S DO A BROADWAY MUSICAL!,Double Jeopardy!
CLASSIC NOVELS,Jeopardy!
BROADWAY MUSICAL SETTINGS,Jeopardy!
PROJECT RUNAWAY,Jeopardy!
PAPAL PEOPLE,Jeopardy!
TOUCHED BY AN ANGEL,Double Jeopardy!
HAVE A WONDERFUL WEDDING,Double Jeopardy!
YULE TUBE,Double Jeopardy!
ZOOM IN FOR A CLOSE-UP,Double Jeopardy!
"MAKING A ""LIST""",Double Jeopardy!
CHECKING IT TWICE,Double Jeopardy!
1950S SONG LYRICS,Jeopardy!
PHILOSOPHY,Jeopardy!
"FILE UNDER ""S""",Jeopardy!
WHAT'S THE MATTER...YELLOW??,Jeopardy!
PARTY TIME!,Jeopardy!
"""SEA"" YA",Jeopardy!
ISLAND COUNTRIES,Double Jeopardy!
FRENCH SOLDIERS,Double Jeopardy!
TRIVIAL STEW,Double Jeopardy!
LEGENDS OF SPORTS,Double Jeopardy!
CELEBRITY SECRET LIVES RHYME TIME,Double Jeopardy!
MARTIAL ARTISTS,Jeopardy!
BEAUTY,Jeopardy!
THE BEASTS,Jeopardy!
STRAIT TALK,Double Jeopardy!
"""COLOR"" MOVIES",Double Jeopardy!
THE WRITE BROTHERS,Double Jeopardy!
THE NAME'S THE SAME,Double Jeopardy!
